	velocity	Amplitude
174	-66.25813671549831	0.98611295
175	-70.16667635450422	1.0034864
176	-74.07521599351013	0.9894317
177	-77.98375563251606	0.99938744
178	-81.89229527152197	0.9936181
179	-85.8008349105279	1.0013841
180	-89.7093745495338	0.9992763
181	-93.61791418853971	0.97705895
182	-97.52645382754564	1.0143827
183	-101.43499346655155	1.0222462
184	-105.34353310555747	1.0035795
185	-109.25207274456338	0.982652
186	-113.1606123835693	1.009274
187	-117.06915202257521	1.0063834
188	-120.97769166158113	1.0081244
189	-124.88623130058704	1.0029783
190	-128.79477093959295	0.99738175
191	-132.70331057859886	1.0083545
192	-136.6118502176048	1.0156797
193	-140.5203898566107	1.0093321
194	-144.42892949561664	1.0156397
195	-148.33746913462255	1.0117824
196	-152.24600877362846	0.9848275
197	-156.15454841263437	1.001435
